,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
1,Philippines,PHL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,6.21469166213,5.20975534626,7.19622218881,4.5762968457,12.5346646695,4.4528179279,9.36684638981,2.57790906887,4.50805189904,8.71978403949,3.99950163484,6.06644112718,3.91388081898,3.33141935753,7.24744380475,8.35976227531,6.98618990601,-8.57441353507
2,Philippines,PHL,Adjusted net national income (constant 2005 US$),NY.ADJ.NNTY.KD,59866144016.4,62985023654.9,67517565902.8,70607370141.5,79457767220.7,82995876924.6,90769973226.0,93109940597.6,97307385042.9,1.05792378873e+11,1.10023546796e+11,1.16698060488e+11,1.21265483494e+11,1.25305345285e+11,1.34386779769e+11,1.45621195087e+11,1.55794568319e+11,1.42436097766e+11
3,Philippines,PHL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,59732037905.7,69183758863.8,78292420191.4,79506222772.5,75799215946.7,87112452993.3,88004676632.5,83170624434.4,88872104130.1,94607797984.5,1.01243694617e+11,1.16698060488e+11,1.37420806785e+11,1.64154089372e+11,1.972447573e+11,2.01708433975e+11,2.37986476079e+11,2.37642868456e+11
4,Philippines,PHL,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.74738400812,2.80596409084,4.79281998681,2.27807128915,10.102335471,2.22232929729,7.05548480319,0.423001575989,2.33568060792,6.52190563819,2.00238293991,4.16391974782,2.19189534423,1.73716514169,5.6658711609,6.76967570697,5.37974409898,-9.98915136479
5,Philippines,PHL,Adjusted net national income per capita (constant 2005 US$),NY.ADJ.NNTY.PC.KD,877.286436988,901.902779383,945.129356055,966.660076561,1064.31532036,1087.96791154,1164.7293222,1169.65614559,1196.97557736,1275.04119503,1300.5724024,1354.72719349,1384.42139578,1408.47108168,1488.2732385,1589.02451038,1674.50996271,1507.24062792
6,Philippines,PHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,875.321228204,990.664459368,1095.95871371,1088.49106316,1015.31001468,1141.93086529,1129.24597994,1044.79748755,1093.2134093,1140.24130175,1196.78704215,1354.72719349,1568.85784525,1845.1430567,2184.3971128,2201.05078349,2557.92438392,2514.70653781
7,Philippines,PHL,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,14.0278636002,10.9059107225,12.4039252819,14.0292350084,19.9965064242,26.3057844762,29.7363011422,30.4670473821,31.2062414567,33.5595671652,31.8914687747,33.9553232995,33.4561833862,31.4646864494,32.9581654427,36.0998079285,37.2220617597,28.0970116379
8,Philippines,PHL,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,9249207801.37,8337554373.24,10683524935.3,12208994273.8,16518294587.0,24846076779.4,28240307488.1,27447960575.1,30110473743.2,34491851941.0,35881410433.1,44075367855.7,51396727165.2,58868855112.6,72694177608.8,80653107879.5,98985001058.2,75438790427.2
9,Philippines,PHL,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.475524665903,0.469284524541,0.43939334688,0.512269913613,0.537067622904,0.481945345303,0.525727495375,0.555839106858,0.535291361843,0.51999276348,0.511293962635,0.467284817374,0.372003521213,0.326129637754,0.310703083298,0.307550398893,0.288728662948,0.296071431475
10,Philippines,PHL,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,313535016.804,358767400.49,378450343.027,445804809.615,443649556.58,455202203.292,499278846.193,500759056.163,516495282.462,534438162.45,575261950.3,606554384.344,571486689.428,610172245.757,685302255.677,687119874.694,767819020.664,794934029.224
11,Philippines,PHL,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,8.74172567568,8.73077863522,8.42212122965,8.09925543568,7.79173282578,7.48968544486,7.00376218577,7.36900628763,7.3885055173,7.25691020889,9.30507241386,9.22509412381,9.18212406177,9.17157320464,8.9514043907,8.28520704386,8.25590472717,8.68345862347
12,Philippines,PHL,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,5763816901.94,6674668759.37,7253989371.95,7048407356.31,6436431215.98,7074082880.34,6651412250.43,6638785554.89,7129067487.64,7458507174.49,10469230023.6,11974541176.5,14105946268.7,17159554887.2,19743665094.3,18510561021.2,21955010000.0,23314565396.5
13,Philippines,PHL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.42857142857,2.5,2.8,2.9,3.2,3.1,3.0,2.8,2.9,2.9,2.4,2.3,2.4,2.4,2.4,2.4,2.4,2.4
14,Philippines,PHL,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,1601267480.46,1911246704.97,2411645437.96,2523735853.95,2643388877.89,2927981033.45,2849074000.8,2522538158.9,2798170166.59,2980562000.0,2700264000.0,2985492000.0,3686976000.0,4490280000.0,5293560000.0,5362008000.0,6382344000.0,6443856000.0
15,Philippines,PHL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0215059327485,0.0165920691354,0.00839848101316,0.00645393840093,0.00411717751694,0.00356589632961,0.00773881039976,0.0243788714072,0.137616941713,0.262887747388,0.298906289346,0.516734123385,0.411066776483,0.477523480342,0.702876686841,0.387742429709,0.398929609239,0.523633799019
16,Philippines,PHL,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,14179838.5429,12684614.9855,7233628.00757,5616564.04882,3401031.64268,3368024.78076,7349481.16902,21963083.3555,132784696.8,270190769.01,336302455.206,670741561.519,631497224.705,893422555.545,1550299964.33,866282504.182,1060877499.14,1405925332.34
17,Philippines,PHL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,21.48188193,18.37960579,19.14323312,20.28168782,25.57352578,31.45741781,34.59541843,35.90406562,36.7352324,39.12881795,40.01714849,42.21933704,41.97557471,41.65245958,41.44174474,43.72391812,45.61902729,37.48360661
18,Philippines,PHL,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.210316453607,0.280023045343,0.20021044386,0.162715476563,0.107269605396,0.0828832288631,0.126430684844,0.0892189411307,0.186068065868,0.185963683464,0.202332230671,0.210857943375,0.761257419269,2.44728871479,0.694571876329,0.8688907379,1.68094431197,2.07340151118
19,Philippines,PHL,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,138671193.198,214077249.091,172441644.131,141603752.481,88611025.5746,78284039.3878,120070125.697,80377922.6781,179534520.989,191129754.591,227646016.05,273702044.819,1169474097.78,4578754820.93,1531982459.03,1941249619.89,4470152018.26,5566958653.43
